EVENT_TYPE,TIMESTAMP,REQUEST_ID,ORGANIZATION_ID,USER_ID,RUN_TIME,CPU_TIME,URI,SESSION_KEY,LOGIN_KEY,REQUEST_STATUS,DB_TOTAL_TIME,DB_BLOCKS,DB_CPU_TIME,REFERRER_URI,TIMESTAMP_DERIVED,USER_ID_DERIVED,CLIENT_IP,URI_ID_DERIVED
URI,20170809112642,45cJADiUzx8QEk18waelI-,00DB0000000HbMZ,005B0000002F9oAIAS,132.5,106,/00636000007oK7TAAU,sample,sample,S,58.52613333,8282,84.8,,2017-08-09T11:26:42.000Z,005B0000002F9oA,82.237.173.198,/00636000007oK7QAAU
URI,20170829211148,45aMEQjEvd8ODf57hfpvY-,00DB0000000HbMZ,005B0000002F9p8IAC,298.75,239,/00636000007oK7UAAU,sample169,sample169,,8.380933333,526,191.2,,2017-08-29T21:11:48.000Z,005B0000002F9p8,58.40.38.8,/00636000007oK7RAAU
URI,20170815174551,45uYANrVqu3IKf31qlysD-,00DB0000000HbMZ,005B0000002F9rNIAS,433.75,347,/00636000007oK7VAAU,sample170,sample170,F,339.019,14655,277.6,,2017-08-15T17:45:51.000Z,005B0000002F9rN,174.84.112.226,/00636000007oK7SAAU
URI,20170827170108,45dDEIdXjq3NDs20tzkaP-,00DB0000000HbMZ,005B0000002F9p8IAC,771.8121667,403,/00636000007oK7WAAU,sample,sample,S,617.4497333,22982,322.4,,2017-08-27T17:01:08.000Z,005B0000002F9p8,58.40.38.8,/00636000007oK7TAAU
URI,20170823130546,45qEUWuPvn5XZu34xjhvU-,00DB0000000HbMZ,005B0000002F9pWIAS,678.368,464,/00636000007oK7XAAU,sample170,sample170,R,542.6944,17544,371.2,,2017-08-23T13:05:46.000Z,005B0000002F9pW,174.212.125.48,/00636000007oK7UAAU
URI,20161003231641,45nUAVgUax1LAe15ualxF-,00DB0000000HbMZ,005B0000002F9o9IAC,221.0845,129,/00636000007oK7YAAU,sample171,sample171,R,176.8676,20566,103.2,,2016-10-03T23:16:41.000Z,005B0000002F9o9,39.105.208.2,/00636000007oK7VAAU
URI,20170828040935,45sIEViNcv0KGn93hqrdN-,00DB0000000HbMZ,005B0000002F9o1IAC,253.6864167,133,/00636000007oK7ZAAU,sample,sample,S,202.9491333,22889,106.4,,2017-08-28T04:09:35.000Z,005B0000002F9o1,49.173.36.129,/00636000007oK7WAAU
URI,20170819094326,45nYFQjPbp5GUx32njerY-,00DB0000000HbMZ,005B0000002F9nyIAC,698.68425,363,/00636000007oK7aAAE,sample171,sample171,R,558.9474,23097,290.4,,2017-08-19T09:43:26.000Z,005B0000002F9ny,195.54.111.90,/00636000007oK7XAAU
URI,20170815224611,45iRIEkEog4RUp08kidmK-,00DB0000000HbMZ,005B0000002F9pBIAS,431.25,345,/00636000007oK7bAAE,sample172,sample172,R,324.76,14120,276,,2017-08-15T22:46:11.000Z,005B0000002F9pB,54.145.78.232,/00636000007oK7YAAU
URI,20170805042403,45sICOnAsc1XZo48sivmB-,00DB0000000HbMZ,005B0000002F9oSIAS,667.812,404,/00636000007oK7cAAE,sample,sample,F,534.2496,19836,323.2,,2017-08-05T04:24:03.000Z,005B0000002F9oS,122.112.202.154,/00636000007oK7ZAAU
URI,20170808151228,45uRKDgXvk1UPp70ulzbX-,00DB0000000HbMZ,005B0000002F9pxIAC,284.3335,187,/00636000007oK7dAAE,sample172,sample172,F,227.4668,18246,149.6,,2017-08-08T15:12:28.000Z,005B0000002F9px,14.239.255.151,/00636000007oK7aAAE
URI,20170830024219,45rEKAbWdf3YXl31thjrW-,00DB0000000HbMZ,005B0000002F9o6IAC,407.5,326,/00636000007oK7eAAE,sample173,sample173,R,241.892,11130,260.8,,2017-08-30T02:42:19.000Z,005B0000002F9o6,43.10.59.246,/00636000007oK7bAAE
URI,20170806233632,45iPCUnIdt4LPk86qbnlV-,00DB0000000HbMZ,005B0000002F9rNIAS,29.323,21,/00636000007oK7fAAE,sample,sample,S,23.4584,16756,16.8,,2017-08-06T23:36:32.000Z,005B0000002F9rN,174.84.112.226,/00636000007oK7cAAE
URI,20170809010412,45xSJXxBpn1RMe90xzokI-,00DB0000000HbMZ,005B0000002F9oAIAS,447.81,330,/00636000007oK7gAAE,sample173,sample173,F,358.248,16284,264,,2017-08-09T01:04:12.000Z,005B0000002F9oA,82.237.173.198,/00636000007oK7dAAE
URI,20170820181329,45vNBPuFbf1OTb87rjtsN-,00DB0000000HbMZ,005B0000002F9pXIAS,457.5,366,/00636000007oK7hAAE,sample174,sample174,F,342.8932,14053,292.8,,2017-08-20T18:13:29.000Z,005B0000002F9pX,48.158.65.136,/00636000007oK7eAAE
URI,20170830013454,45yAMXoFua5KAy55esiaM-,00DB0000000HbMZ,005B0000002F9oAIAS,349.9381667,203,/00636000007oK7iAAE,sample,sample,F,279.9505333,20686,162.4,,2017-08-30T01:34:54.000Z,005B0000002F9oA,241.86.244.138,/00636000007oK7fAAE
URI,20170815023939,45dBUReLnl9ICz50vcgeZ-,00DB0000000HbMZ,005B0000002F9pNIAS,407.5,326,/00636000007oK7jAAE,sample174,sample174,S,198.6426667,9140,260.8,,2017-08-15T02:39:39.000Z,005B0000002F9pN,244.204.43.69,/00636000007oK7gAAE
URI,20170813103821,45eGZSbMxp3VWi12andrZ-,00DB0000000HbMZ,005B0000002F9pxIAC,796.3538333,454,/00636000007oK7kAAE,sample175,sample175,S,637.0830667,21049,363.2,,2017-08-13T10:38:21.000Z,005B0000002F9px,215.92.91.238,/00636000007oK7hAAE
URI,20170830135908,45bPAKaEdl5VQh36epyfK-,00DB0000000HbMZ,005B0000002F9oTIAS,443.8758333,329,/00636000007oK7lAAE,sample,sample,R,355.1006667,16190,263.2,,2017-08-30T13:59:08.000Z,005B0000002F9oT,74.142.113.238,/00636000007oK7iAAE
URI,20170820191454,45yJXKvOdq2USa17cgrxT-,00DB0000000HbMZ,005B0000002F9nyIAC,529.01875,383,/a083600000BX3RyAAL,sample175,sample175,R,423.215,16575,306.4,,2017-08-20T19:14:54.000Z,005B0000002F9ny,195.54.111.90,/00636000007oK7jAAE
URI,20170829000804,45cMPHpUif7OXi51qcrtU-,00DB0000000HbMZ,005B0000002F9o3IAC,88.75,71,/a083600000BX3RzAAL,sample176,sample176,R,52.31753333,11053,56.8,,2017-08-29T00:08:04.000Z,005B0000002F9o3,254.126.107.3,/00636000007oK7kAAE
URI,20170820174957,45oFDTlWke0RJj34wilqK-,00DB0000000HbMZ,005B0000002F9oQIAS,255.486,132,/a083600000BX3S0AAL,sample,sample,R,204.3888,23226,105.6,,2017-08-20T17:49:57.000Z,005B0000002F9oQ,182.187.43.213,/00636000007oK7lAAE
URI,20170820182343,45fSMAsLwo9BOz68oxczI-,00DB0000000HbMZ,005B0000002F9pNIAS,21.25,17,/a083600000BX3S1AAL,sample176,sample176,R,9.056466667,7991,13.6,,2017-08-20T18:23:43.000Z,005B0000002F9pN,86.222.112.152,/a083600000BX3RyAAL
URI,20170814221233,45yHMXvYwq7BIz97wgfdL-,00DB0000000HbMZ,005B0000002F9o6IAC,33.15216667,26,/a083600000BX3S2AAL,sample177,sample177,S,26.52173333,15301,20.8,,2017-08-14T22:12:33.000Z,005B0000002F9o6,43.10.59.246,/a083600000BX3RzAAL
URI,20170822130433,45cIVMpIln8GAy16zehmW-,00DB0000000HbMZ,005B0000002F9oZIAS,565,452,/a083600000BX3S3AAL,sample,sample,F,150.8173333,5005,361.6,,2017-08-22T13:04:33.000Z,005B0000002F9oZ,113.255.205.116,/a083600000BX3S0AAL
URI,20170806224823,45iCJOeCbs8KCw32hiuvR-,00DB0000000HbMZ,005B0000002F9pJIAS,30,24,/a083600000BX3S4AAL,sample177,sample177,S,4.352,2720,19.2,,2017-08-06T22:48:23.000Z,005B0000002F9pJ,245.233.147.221,/a083600000BX3S1AAL
URI,20170826013121,45tJSEmPby3LWf58htqsU-,00DB0000000HbMZ,005B0000002F9p8IAC,353.46,274,/a083600000BX3S5AAL,sample178,sample178,F,282.768,15480,219.2,,2017-08-26T01:31:21.000Z,005B0000002F9p8,136.39.111.159,/a083600000BX3S2AAL
URI,20170830070045,45qHJLqTcx5BMa00enhqS-,00DB0000000HbMZ,005B0000002F9p8IAC,688.864,352,/a083600000BX3S6AAL,sample,sample,F,551.0912,23484,281.6,,2017-08-30T07:00:45.000Z,005B0000002F9p8,136.39.111.159,/a083600000BX3S3AAL
URI,20170821043806,45sCJIzMal3BHv93erafV-,00DB0000000HbMZ,005B0000002F9pfIAC,704.6444167,377,/a083600000BX3S7AAL,sample178,sample178,S,563.7155333,22429,301.6,,2017-08-21T04:38:06.000Z,005B0000002F9pf,251.115.43.7,/a083600000BX3S4AAL
URI,20170808180046,45lNTYlPje0HUp08vzixS-,00DB0000000HbMZ,005B0000002F9oFIAS,316.25,253,/a083600000BX3S8AAL,sample179,sample179,S,190.7957333,11312,202.4,,2017-08-08T18:00:46.000Z,005B0000002F9oF,191.171.101.39,/a083600000BX3S5AAL
URI,20170823211652,45qXYHsRtj8RLc62mgjnB-,00DB0000000HbMZ,005B0000002F9oSIAS,15,12,/a083600000BX3S9AAL,sample,sample,,10.4992,13124,9.6,,2017-08-23T21:16:52.000Z,005B0000002F9oS,122.112.202.154,/a083600000BX3S6AAL
URI,20170830030136,45rKNMdNuh0RWt28sfwtY-,00DB0000000HbMZ,005B0000002F9pXIAS,272.5,218,/a083600000BX3SAAA1,sample179,sample179,F,160.2154667,11024,174.4,,2017-08-30T03:01:36.000Z,005B0000002F9pX,48.158.65.136,/a083600000BX3S7AAL
URI,20170816162704,45fSACgGlx7VHx99htpcN-,00DB0000000HbMZ,005B0000002F9oXIAS,477.73825,363,/a083600000BX3SBAA1,sample180,sample180,S,382.1906,15793,290.4,,2017-08-16T16:27:04.000Z,005B0000002F9oX,51.22.122.210,/a083600000BX3S8AAL
URI,20170809085021,45bSOCkOea5CPu40zdisT-,00DB0000000HbMZ,005B0000002F9pWIAS,430,344,/a083600000BX3SCAA1,sample,sample,R,259.8576,11331,275.2,,2017-08-09T08:50:21.000Z,005B0000002F9pW,174.212.125.48,/a083600000BX3S9AAL
URI,20170820053935,45nPIYdYiu8GMl50usidH-,00DB0000000HbMZ,005B0000002F9rOIAS,462.51375,261,/a083600000BX3SDAA1,sample180,sample180,S,370.011,21265,208.8,,2017-08-20T05:39:35.000Z,005B0000002F9rO,31.74.30.80,/a083600000BX3SAAA1
URI,20170813005334,45oYMUuXzw5RLv36ytphA-,00DB0000000HbMZ,005B0000002F9o0IAC,430.692,342,/a083600000BX3SEAA1,sample181,sample181,,344.5536,15112,273.6,,2017-08-13T00:53:34.000Z,005B0000002F9o0,75.19.234.157,/a083600000BX3SBAA1
URI,20170809211655,45pRNGhPmk2HMl96iclmE-,00DB0000000HbMZ,005B0000002F9o2IAC,125.475,63,/a083600000BX3SFAA1,sample,sample,F,100.38,23900,50.4,,2017-08-09T21:16:55.000Z,005B0000002F9o2,181.180.1.58,/a083600000BX3SCAA1
URI,20170806132344,45jTXHrHen2IVy54mzebK-,00DB0000000HbMZ,005B0000002F9rBIAS,207.5,166,/a083600000BX3SGAA1,sample181,sample181,S,63.19066667,5710,132.8,,2017-08-06T13:23:44.000Z,005B0000002F9rB,77.61.187.26,/a083600000BX3SDAA1
URI,20170827160926,45iDQIkByj2WZs57ndxvA-,00DB0000000HbMZ,005B0000002F9pfIAC,301.25,241,/a083600000BX3SHAA1,sample182,sample182,R,3.679266667,229,192.8,,2017-08-27T16:09:26.000Z,005B0000002F9pf,251.115.43.7,/a083600000BX3SEAA1
URI,20170830104915,45yADUtLit5CTb51anfzO-,00DB0000000HbMZ,005B0000002F9oZIAS,190.8660833,133,/a083600000BX3SIAA1,sample,sample,S,152.6928667,17221,106.4,,2017-08-30T10:49:15.000Z,005B0000002F9oZ,110.40.15.18,/a083600000BX3SFAA1
URI,20170812073133,45nZEOyZyn7LOg92vgjdQ-,00DB0000000HbMZ,005B0000002B0DzIAK,457.5,366,/a083600000BX3SJAA1,sample182,sample182,R,10.858,445,292.8,,2017-08-12T07:31:33.000Z,005B0000002B0Dz,184.232.57.227,/a083600000BX3SGAA1
URI,20170812095113,45bSCHoBat2KTg77qrbsX-,00DB0000000HbMZ,005B0000002F9q6IAC,514.22125,291,/a083600000BX3SKAA1,sample183,sample183,F,411.377,21205,232.8,,2017-08-12T09:51:13.000Z,005B0000002F9q6,164.35.221.154,/a083600000BX3SHAA1
URI,20170812132034,45mVDXoFnu7AMu68tyuxX-,00DB0000000HbMZ,005B0000002F9pWIAS,233.75,187,/a083600000BX3SLAA1,sample,sample,S,60.65033333,4865,149.6,,2017-08-12T13:20:34.000Z,005B0000002F9pW,92.156.23.223,/a083600000BX3SIAA1
URI,20170806033513,45zTYUsAnd2OWb60jgvmV-,00DB0000000HbMZ,005B0000002F9o3IAC,23.889,18,/a083600000BX3SMAA1,sample183,sample183,F,19.1112,15926,14.4,,2017-08-06T03:35:13.000Z,005B0000002F9o3,57.24.248.185,/a083600000BX3SJAA1
URI,20170822160538,45aAHFbEav3EMx68jnfgN-,00DB0000000HbMZ,005B0000002F9obIAC,226.25,181,/a083600000BX3SNAA1,sample184,sample184,F,113.3301333,9392,144.8,,2017-08-22T16:05:38.000Z,005B0000002F9ob,190.148.80.54,/a083600000BX3SKAA1
URI,20170813051931,45vDSLgLxq1MLz37edgtJ-,00DB0000000HbMZ,005B0000002F9pxIAC,191.25,153,/a083600000BX3SOAA1,sample,sample,R,45.594,4470,122.4,,2017-08-13T05:19:31.000Z,005B0000002F9px,14.239.255.151,/a083600000BX3SLAA1
URI,20170806214639,45kDGVvUrj8NSu86qdviC-,00DB0000000HbMZ,005B0000002F9o6IAC,587.5,470,/a083600000BX3SPAA1,sample184,sample184,S,199.8753333,6379,376,,2017-08-06T21:46:39.000Z,005B0000002F9o6,43.10.59.246,/a083600000BX3SMAA1
URI,20170814174715,45hQSUtYsu5MGq82preqW-,00DB0000000HbMZ,005B0000002F9oAIAS,672.564,369,/a083600000BX3SQAA1,sample185,sample185,S,538.0512,21872,295.2,,2017-08-14T17:47:15.000Z,005B0000002F9oA,241.86.244.138,/a083600000BX3SNAA1
URI,20170812152910,45wCEFlLlm9ITj00gmklP-,00DB0000000HbMZ,005B0000002F9pYIAS,513.058,273,/a083600000BX3SRAA1,sample,sample,R,410.4464,22552,218.4,,2017-08-12T15:29:10.000Z,005B0000002F9pY,93.28.186.83,/a083600000BX3SOAA1
URI,20170823032710,45nWHOgEui4QXe02zmlfC-,00DB0000000HbMZ,005B0000002F9pfIAC,571.25,457,/a083600000BX3SSAA1,sample185,sample185,F,410.6906667,13480,365.6,,2017-08-23T03:27:10.000Z,005B0000002F9pf,251.115.43.7,/a083600000BX3SPAA1
URI,20170821230650,45fTZYnBwb1FCt24ivegA-,00DB0000000HbMZ,005B0000002F9pXIAS,310,248,/a083600000BX3STAA1,sample186,sample186,S,109.5498667,6626,198.4,,2017-08-21T23:06:50.000Z,005B0000002F9pX,48.158.65.136,/a083600000BX3SQAA1
URI,20161003165948,45iIZHjYus9ZJg41yenuZ-,00DB0000000HbMZ,005B0000002F9rNIAS,197.5,158,/a083600000BX3SUAA1,sample,sample,R,38.1412,3621,126.4,,2016-10-03T16:59:48.000Z,005B0000002F9rN,91.21.87.42,/a083600000BX3SRAA1
URI,20170828232138,45rYTZsJhq3EHo27bineU-,00DB0000000HbMZ,005B0000002F9pMIAS,608.992,384,/a083600000BX3SVAA1,sample186,sample186,S,487.1936,19031,307.2,,2017-08-28T23:21:38.000Z,005B0000002F9pM,232.254.139.63,/a083600000BX3SSAA1
URI,20170828071633,45iKACoFac7TLb31xqbyB-,00DB0000000HbMZ,005B0000002F9oAIAS,556.25,445,/a083600000BX3SWAA1,sample187,sample187,R,322.0613333,10856,356,,2017-08-28T07:16:33.000Z,005B0000002F9oA,241.86.244.138,/a083600000BX3STAA1
URI,20170808053352,45dUCJwCzb7FAw76kdvpK-,00DB0000000HbMZ,005B0000002F9p8IAC,83.75,67,/a083600000BX3SXAA1,sample,sample,S,61.3988,13746,53.6,,2017-08-08T05:33:52.000Z,005B0000002F9p8,58.40.38.8,/a083600000BX3SUAA1
URI,20170830125722,45rTOQhBgc0SZp66kvqrK-,00DB0000000HbMZ,005B0000002F9pxIAC,37.5,30,/a083600000BX3SYAA1,sample187,sample187,R,19.69,9845,24,,2017-08-30T12:57:22.000Z,005B0000002F9px,215.92.91.238,/a083600000BX3SVAA1
URI,20170808003416,45fFGXzAgf1AGo77phtsD-,00DB0000000HbMZ,005B0000002B0DzIAK,699.39875,465,/a083600000BX3SZAA1,sample188,sample188,R,559.519,18049,372,,2017-08-08T00:34:16.000Z,005B0000002B0Dz,23.25.51.19,/a083600000BX3SWAA1
URI,20170829150658,45jDZFcDrb3UBd05bgwnY-,00DB0000000HbMZ,005B0000002F9pMIAS,412.5,330,/a083600000BX3SaAAL,sample,sample,F,188.1,8550,264,,2017-08-29T15:06:58.000Z,005B0000002F9pM,232.254.139.63,/a083600000BX3SXAA1
URI,20170805180904,45rYDEaCit2JEj33lbigW-,00DB0000000HbMZ,005B0000002F9nyIAC,276.8541667,194,/a083600000BX3SbAAL,sample188,sample188,S,221.4833333,17125,155.2,,2017-08-05T18:09:04.000Z,005B0000002F9ny,254.140.202.60,/a083600000BX3SYAA1
URI,20170815072043,45aUJFaMpu9ZKb50wtjkJ-,00DB0000000HbMZ,005B0000002F9o3IAC,402.5,322,/a083600000BX3ScAAL,sample189,sample189,S,8.286133333,386,257.6,,2017-08-15T07:20:43.000Z,005B0000002F9o3,57.24.248.185,/a083600000BX3SZAA1
URI,20170814190932,45iOBMqNfh4DHl19cqxnK-,00DB0000000HbMZ,005B0000002F9pBIAS,481.555,370,/a083600000BX3SdAAL,sample,sample,S,385.244,15618,296,,2017-08-14T19:09:32.000Z,005B0000002F9pB,171.112.254.201,/a083600000BX3SaAAL
URI,20170826073004,45kNKMsWnw4VCd36cqpmY-,00DB0000000HbMZ,005B0000002F9q6IAC,634.3310833,419,/a083600000BX3SeAAL,sample189,sample189,F,507.4648667,18167,335.2,,2017-08-26T07:30:04.000Z,005B0000002F9q6,164.35.221.154,/a083600000BX3SbAAL
URI,20170829023009,45dIUCoTnm4EPw52rgkoL-,00DB0000000HbMZ,005B0000002F9pJIAS,415.338,232,/a083600000BX3SfAAL,sample190,sample190,F,332.2704,21483,185.6,,2017-08-29T02:30:09.000Z,005B0000002F9pJ,245.233.147.221,/a083600000BX3ScAAL
URI,20170806183840,45dUDVkQnt9BDu98bvtwV-,00DB0000000HbMZ,005B0000002F9q6IAC,109.695,71,/a083600000BX3SgAAL,sample,sample,S,87.756,18540,56.8,,2017-08-06T18:38:40.000Z,005B0000002F9q6,164.35.221.154,/a083600000BX3SdAAL
URI,20170830232603,45vBRQrHqt5LYa99xmtpC-,00DB0000000HbMZ,005B0000002F9o0IAC,802.7458333,410,/a083600000BX3ShAAL,sample190,sample190,F,642.1966667,23495,328,,2017-08-30T23:26:03.000Z,005B0000002F9o0,75.19.234.157,/a083600000BX3SeAAL
URI,20170821043311,45kNJZeTfd2RMd54pjhfR-,00DB0000000HbMZ,005B0000002F9pJIAS,646.82475,333,/a083600000BX3SiAAL,sample191,sample191,R,517.4598,23309,266.4,,2017-08-21T04:33:11.000Z,005B0000002F9pJ,215.203.255.119,/a083600000BX3SfAAL
URI,20170830181046,45hFXPbOem7CFu29ubymD-,00DB0000000HbMZ,005B0000002F9nyIAC,196.25,157,/a083600000BX3SjAAL,sample,sample,R,87.6374,8373,125.6,,2017-08-30T18:10:46.000Z,005B0000002F9ny,195.54.111.90,/a083600000BX3SgAAL
URI,20170829190411,45tPFRbXuo9UWo48vjdmF-,00DB0000000HbMZ,005B0000002F9o3IAC,481.25,385,/a083600000BX3SkAAL,sample191,sample191,S,185.878,7242,308,,2017-08-29T19:04:11.000Z,005B0000002F9o3,254.126.107.3,/a083600000BX3ShAAL
URI,20170814011018,45vYPVuIac5HIa04ygirO-,00DB0000000HbMZ,005B0000002F9pLIAS,123.75,99,/a083600000BX3SlAAL,sample192,sample192,R,98.6238,14943,79.2,,2017-08-14T01:10:18.000Z,005B0000002F9pL,221.172.68.31,/a083600000BX3SiAAL
URI,20170822123556,45hMUCeLdz9ZCl96lguhI-,00DB0000000HbMZ,005B0000002F9nzIAC,593.75,475,/a083600000BX3SmAAL,sample,sample,F,144.59,4566,380,,2017-08-22T12:35:56.000Z,005B0000002F9nz,197.101.202.108,/a083600000BX3SjAAL
URI,20170808045908,45kMRNfKsy2MVd37xhsvO-,00DB0000000HbMZ,005B0000002F9pYIAS,275,220,/a083600000BX3SnAAL,sample192,sample192,S,188.5986667,12859,176,,2017-08-08T04:59:08.000Z,005B0000002F9pY,245.57.23.167,/a083600000BX3SkAAL
URI,20170807095529,45sZVJyCsq9DFj33dwgsQ-,00DB0000000HbMZ,005B0000002F9rOIAS,576.7933333,359,/a083600000BX3SoAAL,sample193,sample193,S,461.4346667,19280,287.2,,2017-08-07T09:55:29.000Z,005B0000002F9rO,31.74.30.80,/a083600000BX3SlAAL
URI,20170830114648,45oYFWrFat3XWw02ueljD-,00DB0000000HbMZ,005B0000002F9o3IAC,379.323,252,/a083600000BX3SpAAL,sample,sample,F,303.4584,18063,201.6,,2017-08-30T11:46:48.000Z,005B0000002F9o3,57.24.248.185,/a083600000BX3SmAAL
URI,20170813033944,45sKXPqRfl3JCs93bzdfJ-,00DB0000000HbMZ,005B0000002F9o9IAC,477.5,382,/a083600000BX3SqAAL,sample193,sample193,F,89.33706667,3508,305.6,,2017-08-13T03:39:44.000Z,005B0000002F9o9,26.55.149.100,/a083600000BX3SnAAL
URI,20170812032056,45qCXMfTvs9FNz23ewgrZ-,00DB0000000HbMZ,005B0000002F9pfIAC,634.57,465,/a083600000BX3SrAAL,sample194,sample194,S,507.656,16376,372,,2017-08-12T03:20:56.000Z,005B0000002F9pf,251.115.43.7,/a083600000BX3SoAAL
URI,20170830134409,45fGDAsHta4PTv89pfmtT-,00DB0000000HbMZ,005B0000002F9pMIAS,552.464,292,/a083600000BX3SsAAL,sample,sample,S,441.9712,22704,233.6,,2017-08-30T13:44:09.000Z,005B0000002F9pM,232.254.139.63,/a083600000BX3SpAAL
URI,20170820193134,45pJHCzHzo7UBz55uqrwA-,00DB0000000HbMZ,005B0000002F9qUIAS,267.5,214,/a083600000BX3StAAL,sample194,sample194,F,58.22226667,4081,171.2,,2017-08-20T19:31:34.000Z,005B0000002F9qU,146.186.191.219,/a083600000BX3SqAAL
URI,20170828230526,45pJPNsDvw0JUc91mdzrZ-,00DB0000000HbMZ,005B0000002F9o9IAC,248.469,156,/a083600000BX3SuAAL,sample195,sample195,S,198.7752,19113,124.8,,2017-08-28T23:05:26.000Z,005B0000002F9o9,26.55.149.100,/a083600000BX3SrAAL
URI,20170828052413,45uDVAuLdw5WXm09lqhxV-,00DB0000000HbMZ,005B0000002F9oQIAS,856.728,432,/a083600000BX3SvAAL,sample,sample,S,685.3824,23798,345.6,,2017-08-28T05:24:13.000Z,005B0000002F9oQ,182.187.43.213,/a083600000BX3SsAAL
URI,20170812031245,45fQNAwBxu3XHe25kletD-,00DB0000000HbMZ,005B0000002F9rOIAS,335,268,/a083600000BX3SwAAL,sample195,sample195,,84.6344,4737,214.4,,2017-08-12T03:12:45.000Z,005B0000002F9rO,98.11.196.107,/a083600000BX3StAAL
URI,20170812101839,45rTHEeXtj6IZe48dghyE-,00DB0000000HbMZ,005B0000002F9o0IAC,511.25,409,/a083600000BX3SxAAL,sample196,sample196,R,121.6366,4461,327.2,,2017-08-12T10:18:39.000Z,005B0000002F9o0,73.125.239.247,/a083600000BX3SuAAL
URI,20170808161722,45aZLTlLro4NJu56aqohY-,00DB0000000HbMZ,005B0000002F9o2IAC,297.5,238,/a083600000BX3SyAAL,sample,sample,S,237.524,14970,190.4,,2017-08-08T16:17:22.000Z,005B0000002F9o2,34.3.159.189,/a083600000BX3SvAAL
URI,20170816105037,45cANVdBpx5NUe97sierD-,00DB0000000HbMZ,005B0000002F9o0IAC,454.6196667,238,/a083600000BX3SzAAL,sample196,sample196,F,363.6957333,22922,190.4,,2017-08-16T10:50:37.000Z,005B0000002F9o0,75.19.234.157,/a083600000BX3SwAAL
URI,20170816181346,45mUFWtHnj0YJi45tfdkP-,00DB0000000HbMZ,005B0000002F9o4IAC,498.368,256,/a083600000BX3T0AAL,sample197,sample197,F,398.6944,23361,204.8,,2017-08-16T18:13:46.000Z,005B0000002F9o4,114.16.195.165,/a083600000BX3SxAAL
URI,20170807125518,45rDKIrYio0NHg26uekdG-,00DB0000000HbMZ,005B0000002F9pXIAS,686.8263333,454,/a083600000BX3T1AAL,sample,sample,,549.4610667,18154,363.2,,2017-08-07T12:55:18.000Z,005B0000002F9pX,48.158.65.136,/a083600000BX3SyAAL
URI,20170828221655,45cSGZgZnj9WIc34nhkaB-,00DB0000000HbMZ,005B0000002F9rBIAS,336.25,269,/a083600000BX3T2AAL,sample197,sample197,S,175.1728,9768,215.2,,2017-08-28T22:16:55.000Z,005B0000002F9rB,189.140.66.3,/a083600000BX3SzAAL
URI,20170830201441,45cULZgUum3BLl29nsjxS-,00DB0000000HbMZ,005B0000002F9o6IAC,108.75,87,/a083600000BX3T3AAL,sample198,sample198,F,67.8252,11694,69.6,,2017-08-30T20:14:41.000Z,005B0000002F9o6,156.226.6.98,/a083600000BX3T0AAL
URI,20170829111244,45xLYJvDqh5OBj85oysdG-,00DB0000000HbMZ,005B0000002F9o0IAC,360,288,/a083600000BX3T4AAL,sample,sample,,42.4512,2211,230.4,,2017-08-29T11:12:44.000Z,005B0000002F9o0,75.19.234.157,/a083600000BX3T1AAL
URI,20170808193028,45gBFLsXvu7JVb04lsyrW-,00DB0000000HbMZ,005B0000002F9o1IAC,690.14075,393,/a083600000BX3T5AAL,sample198,sample198,F,552.1126,21073,314.4,,2017-08-08T19:30:28.000Z,005B0000002F9o1,49.173.36.129,/a083600000BX3T2AAL
URI,20161003094454,45pBGQwKcx3ESx67eulhL-,00DB0000000HbMZ,005B0000002B0DzIAK,373.75,299,/a083600000BX3T6AAL,sample199,sample199,F,70.06566667,3515,239.2,,2016-10-03T09:44:54.000Z,005B0000002B0Dz,23.25.51.19,/a083600000BX3T3AAL
URI,20170813064215,45eGHDeAuh6BLh84jvwmK-,00DB0000000HbMZ,005B0000002F9obIAC,207.5,166,/a083600000BX3T7AAL,sample,sample,,11.4208,1032,132.8,,2017-08-13T06:42:15.000Z,005B0000002F9ob,218.158.87.74,/a083600000BX3T4AAL
URI,20170813150000,45jFWIcOsz8VUy21gjvtA-,00DB0000000HbMZ,005B0000002F9oZIAS,155,124,/a083600000BX3T8AAL,sample199,sample199,F,33.94293333,4106,99.2,,2017-08-13T15:00:00.000Z,005B0000002F9oZ,113.255.205.116,/a083600000BX3T5AAL
URI,20170822061654,45jAZOgSiq0MTp17vskaQ-,00DB0000000HbMZ,005B0000002F9pBIAS,330,264,/00Q3600000BBnyHEAT,sample200,sample200,R,87.56,4975,211.2,,2017-08-22T06:16:54.000Z,005B0000002F9pB,171.112.254.201,/a083600000BX3T6AAL
URI,20170823135403,45kERBdYlt8FVw18jtlaB-,00DB0000000HbMZ,005B0000002F9oQIAS,424.81575,207,/00Q3600000BBnyIEAT,sample,sample,R,339.8526,24627,165.6,,2017-08-23T13:54:03.000Z,005B0000002F9oQ,23.10.236.110,/a083600000BX3T7AAL
URI,20170814210531,45bOIJeIyr2KGn18vmyfW-,00DB0000000HbMZ,005B0000002F9pYIAS,363.5095833,185,/00Q3600000BBnyJEAT,sample200,sample200,S,290.8076667,23579,148,,2017-08-14T21:05:31.000Z,005B0000002F9pY,93.28.186.83,/a083600000BX3T8AAL
